Model,postcode,date,Price Category,Value
Actual,NE66 2BR,25/09/2024,Express 5,63.95
Actual,NE66 2BR,25/09/2024,Express 3,64.95
Actual,NE66 2BR,25/09/2024,Express 2,68.48
Actual,NE66 2BR,25/09/2024,Emergency,80.27
Actual,NE66 2BR,26/09/2024,Standard,62.95
Actual,NE66 2BR,26/09/2024,Express 5,63.95
Actual,NE66 2BR,26/09/2024,Express 3,64.95
Actual,NE66 2BR,26/09/2024,Express 2,68.48
Actual,NE66 2BR,26/09/2024,Emergency,80.27
Actual,NE71 6RJ,19/09/2024,Standard,63
Actual,NE71 6RJ,19/09/2024,Express 5,63
Actual,NE71 6RJ,19/09/2024,Express 3,66.98
Actual,NE71 6RJ,19/09/2024,Express 2,67.48
Actual,NE71 6RJ,19/09/2024,Emergency,70.5
Actual,NE71 6RJ,20/09/2024,Standard,63
Actual,NE71 6RJ,20/09/2024,Express 5,63
Actual,NE71 6RJ,20/09/2024,Express 3,66.98
Actual,NE71 6RJ,20/09/2024,Express 2,67.48
Actual,NE71 6RJ,20/09/2024,Emergency,70.5
Actual,NE71 6RJ,21/09/2024,Standard,63
Actual,NE71 6RJ,21/09/2024,Express 5,63
Actual,NE71 6RJ,21/09/2024,Express 3,66.98
Actual,NE71 6RJ,21/09/2024,Express 2,67.48
Actual,NE71 6RJ,21/09/2024,Emergency,70.5
Actual,NE71 6RJ,22/09/2024,Standard,63
Actual,NE71 6RJ,22/09/2024,Express 5,63
Actual,NE71 6RJ,22/09/2024,Express 3,66.98
Actual,NE71 6RJ,22/09/2024,Express 2,67.48
Actual,NE71 6RJ,22/09/2024,Emergency,70.5
Actual,NE71 6RJ,23/09/2024,Standard,63
Actual,NE71 6RJ,23/09/2024,Express 5,63
Actual,NE71 6RJ,23/09/2024,Express 3,66.98
Actual,NE71 6RJ,23/09/2024,Express 2,67.48
Actual,NE71 6RJ,23/09/2024,Emergency,70.5
Actual,NE71 6RJ,24/09/2024,Standard,63
Actual,NE71 6RJ,24/09/2024,Express 5,63
Actual,NE71 6RJ,24/09/2024,Express 3,65.98
Actual,NE71 6RJ,24/09/2024,Express 2,66.48
Actual,NE71 6RJ,24/09/2024,Emergency,70.5
Actual,NE71 6RJ,25/09/2024,Standard,63
Actual,NE71 6RJ,25/09/2024,Express 5,63
Actual,NE71 6RJ,25/09/2024,Express 3,65.98
Actual,NE71 6RJ,25/09/2024,Express 2,66.48
Actual,NE71 6RJ,25/09/2024,Emergency,70.5
Actual,NE71 6RJ,26/09/2024,Standard,63
Actual,NE71 6RJ,26/09/2024,Express 5,63
Actual,NE71 6RJ,26/09/2024,Express 3,65.98
Actual,NE71 6RJ,26/09/2024,Express 2,66.48
Actual,NE71 6RJ,26/09/2024,Emergency,70.5
Actual,NG34 9JN,19/09/2024,Standard,58.4
Actual,NG34 9JN,19/09/2024,Express 5,59.6
Actual,NG34 9JN,19/09/2024,Express 3,72.9
Actual,NG34 9JN,19/09/2024,Express 2,77.9
Actual,NG34 9JN,19/09/2024,Emergency,79
Actual,NG34 9JN,20/09/2024,Standard,58.2
Actual,NG34 9JN,20/09/2024,Express 5,65.2
Actual,NG34 9JN,20/09/2024,Express 3,71.2
Actual,NG34 9JN,20/09/2024,Express 2,74.2
Actual,NG34 9JN,20/09/2024,Emergency,79
Actual,NG34 9JN,21/09/2024,Standard,57.84
Actual,NG34 9JN,21/09/2024,Express 5,61.95
Actual,NG34 9JN,21/09/2024,Express 3,63.95
Actual,NG34 9JN,21/09/2024,Express 2,69.95
Actual,NG34 9JN,21/09/2024,Emergency,74.95
Actual,NG34 9JN,22/09/2024,Standard,57.8
Actual,NG34 9JN,22/09/2024,Express 5,61.95
Actual,NG34 9JN,22/09/2024,Express 3,63.95
Actual,NG34 9JN,22/09/2024,Express 2,69.95
Actual,NG34 9JN,22/09/2024,Emergency,74.95
Actual,NG34 9JN,23/09/2024,Standard,58.04
Actual,NG34 9JN,23/09/2024,Express 5,63.9
Actual,NG34 9JN,23/09/2024,Express 3,65.9
Actual,NG34 9JN,23/09/2024,Express 2,71.9
Actual,NG34 9JN,23/09/2024,Emergency,76.9
Actual,NG34 9JN,24/09/2024,Standard,58.2
Actual,NG34 9JN,24/09/2024,Express 5,63.8
Actual,NG34 9JN,24/09/2024,Express 3,65.8
Actual,NG34 9JN,24/09/2024,Express 2,74.2
Actual,NG34 9JN,24/09/2024,Emergency,79
Actual,NG34 9JN,25/09/2024,Standard,58
Actual,NG34 9JN,25/09/2024,Express 5,63.8
Actual,NG34 9JN,25/09/2024,Express 3,65.8
Actual,NG34 9JN,25/09/2024,Express 2,74.2
Actual,NG34 9JN,25/09/2024,Emergency,79
Actual,NG34 9JN,26/09/2024,Standard,58.2
Actual,NG34 9JN,26/09/2024,Express 5,63.8
Actual,NG34 9JN,26/09/2024,Express 3,65.8
Actual,NG34 9JN,26/09/2024,Express 2,74.2
Actual,NG34 9JN,26/09/2024,Emergency,79
Actual,NR16 2FG,19/09/2024,Standard,55.65
Actual,NR16 2FG,19/09/2024,Express 5,57.65
Actual,NR16 2FG,19/09/2024,Express 3,63.4
Actual,NR16 2FG,19/09/2024,Express 2,75
Actual,NR16 2FG,19/09/2024,Emergency,80
Actual,NR16 2FG,20/09/2024,Standard,55.65
Actual,NR16 2FG,20/09/2024,Express 5,57.65
Actual,NR16 2FG,20/09/2024,Express 3,63.4
Actual,NR16 2FG,20/09/2024,Express 2,75
Actual,NR16 2FG,20/09/2024,Emergency,80
Actual,NR16 2FG,21/09/2024,Standard,55.65
Actual,NR16 2FG,21/09/2024,Express 5,57.65
Actual,NR16 2FG,21/09/2024,Express 3,63.4
Actual,NR16 2FG,21/09/2024,Express 2,75
Actual,NR16 2FG,21/09/2024,Emergency,80
Actual,NR16 2FG,22/09/2024,Standard,55.65
Actual,NR16 2FG,22/09/2024,Express 5,57.65
Actual,NR16 2FG,22/09/2024,Express 3,63.4
Actual,NR16 2FG,22/09/2024,Express 2,75
Actual,NR16 2FG,22/09/2024,Emergency,80
Actual,NR16 2FG,23/09/2024,Standard,55.65
Actual,NR16 2FG,23/09/2024,Express 5,57.65
Actual,NR16 2FG,23/09/2024,Express 3,63.4
Actual,NR16 2FG,23/09/2024,Express 2,73
Actual,NR16 2FG,23/09/2024,Emergency,80
Actual,NR16 2FG,24/09/2024,Standard,55.7
Actual,NR16 2FG,24/09/2024,Express 5,58.65
Actual,NR16 2FG,24/09/2024,Express 3,61.65
Actual,NR16 2FG,24/09/2024,Express 2,73
Actual,NR16 2FG,24/09/2024,Emergency,80
Actual,NR16 2FG,25/09/2024,Standard,55.7
Actual,NR16 2FG,25/09/2024,Express 5,58.65
Actual,NR16 2FG,25/09/2024,Express 3,61.65
Actual,NR16 2FG,25/09/2024,Express 2,73
Actual,NR16 2FG,25/09/2024,Emergency,80
Actual,NR16 2FG,26/09/2024,Standard,55.7
Actual,NR16 2FG,26/09/2024,Express 5,58.65
Actual,NR16 2FG,26/09/2024,Express 3,63.4
Actual,NR16 2FG,26/09/2024,Express 2,73
Actual,NR16 2FG,26/09/2024,Emergency,80
Actual,NR23 1AB,19/09/2024,Standard,58
Actual,NR23 1AB,19/09/2024,Express 5,66
Actual,NR23 1AB,19/09/2024,Express 3,71
Actual,NR23 1AB,19/09/2024,Express 2,75
Actual,NR23 1AB,19/09/2024,Emergency,80
Actual,NR23 1AB,20/09/2024,Standard,58
Actual,NR23 1AB,20/09/2024,Express 5,66
Actual,NR23 1AB,20/09/2024,Express 3,71
Actual,NR23 1AB,20/09/2024,Express 2,75
Actual,NR23 1AB,20/09/2024,Emergency,80
Actual,NR23 1AB,21/09/2024,Standard,58
Actual,NR23 1AB,21/09/2024,Express 5,66
Actual,NR23 1AB,21/09/2024,Express 3,71
Actual,NR23 1AB,21/09/2024,Express 2,75
Actual,NR23 1AB,21/09/2024,Emergency,80
Actual,NR23 1AB,22/09/2024,Standard,58
Actual,NR23 1AB,22/09/2024,Express 5,66
Actual,NR23 1AB,22/09/2024,Express 3,71
Actual,NR23 1AB,22/09/2024,Express 2,75
Actual,NR23 1AB,22/09/2024,Emergency,80
Actual,NR23 1AB,23/09/2024,Standard,58
Actual,NR23 1AB,23/09/2024,Express 5,66
Actual,NR23 1AB,23/09/2024,Express 3,68
Actual,NR23 1AB,23/09/2024,Express 2,73
Actual,NR23 1AB,23/09/2024,Emergency,80
Actual,NR23 1AB,24/09/2024,Standard,58
Actual,NR23 1AB,24/09/2024,Express 5,66
Actual,NR23 1AB,24/09/2024,Express 3,68
Actual,NR23 1AB,24/09/2024,Express 2,73
Actual,NR23 1AB,24/09/2024,Emergency,80
Actual,NR23 1AB,25/09/2024,Standard,58
Actual,NR23 1AB,25/09/2024,Express 5,66
Actual,NR23 1AB,25/09/2024,Express 3,68
Actual,NR23 1AB,25/09/2024,Express 2,73
Actual,NR23 1AB,25/09/2024,Emergency,80
Actual,NR23 1AB,26/09/2024,Standard,58
Actual,NR23 1AB,26/09/2024,Express 5,66
Actual,NR23 1AB,26/09/2024,Express 3,68
Actual,NR23 1AB,26/09/2024,Express 2,73
Actual,NR23 1AB,26/09/2024,Emergency,80
Actual,NR30 4AU,19/09/2024,Standard,55.7
Actual,NR30 4AU,19/09/2024,Express 5,56.7
Actual,NR30 4AU,19/09/2024,Express 3,58.2
Actual,NR30 4AU,19/09/2024,Express 2,66.2
Actual,NR30 4AU,19/09/2024,Emergency,80
Actual,NR30 4AU,20/09/2024,Standard,55.7
Actual,NR30 4AU,20/09/2024,Express 5,56.7
Actual,NR30 4AU,20/09/2024,Express 3,58.2
Actual,NR30 4AU,20/09/2024,Express 2,66.2
Actual,NR30 4AU,20/09/2024,Emergency,80
Actual,NR30 4AU,21/09/2024,Standard,55.7
Actual,NR30 4AU,21/09/2024,Express 5,56.7
Actual,NR30 4AU,21/09/2024,Express 3,58.2
Actual,NR30 4AU,21/09/2024,Express 2,66.2
Actual,NR30 4AU,21/09/2024,Emergency,80
Actual,NR30 4AU,22/09/2024,Standard,55.7
Actual,NR30 4AU,22/09/2024,Express 5,56.7
Actual,NR30 4AU,22/09/2024,Express 3,58.2
Actual,NR30 4AU,22/09/2024,Express 2,66.2
Actual,NR30 4AU,22/09/2024,Emergency,80
Actual,NR30 4AU,23/09/2024,Standard,55.7
Actual,NR30 4AU,23/09/2024,Express 5,56.7
Actual,NR30 4AU,23/09/2024,Express 3,58.2
Actual,NR30 4AU,23/09/2024,Express 2,66.2
Actual,NR30 4AU,23/09/2024,Emergency,80
Actual,NR30 4AU,24/09/2024,Standard,55.7
Actual,NR30 4AU,24/09/2024,Express 5,56.7
Actual,NR30 4AU,24/09/2024,Express 3,58.2
Actual,NR30 4AU,24/09/2024,Express 2,66.2
Actual,NR30 4AU,24/09/2024,Emergency,80
Actual,NR30 4AU,25/09/2024,Standard,55.7
Actual,NR30 4AU,25/09/2024,Express 5,56.7
Actual,NR30 4AU,25/09/2024,Express 3,58.2
Actual,NR30 4AU,25/09/2024,Express 2,66.2
Actual,NR30 4AU,25/09/2024,Emergency,80
Actual,NR30 4AU,26/09/2024,Standard,55.7
Actual,NR30 4AU,26/09/2024,Express 5,56.7
Actual,NR30 4AU,26/09/2024,Express 3,58.2
Actual,NR30 4AU,26/09/2024,Express 2,66.2
Actual,NR30 4AU,26/09/2024,Emergency,80
Actual,PE12 6BL,19/09/2024,Standard,54.89
Actual,PE12 6BL,19/09/2024,Express 5,58
Actual,PE12 6BL,19/09/2024,Express 3,61.7
Actual,PE12 6BL,19/09/2024,Express 2,77
Actual,PE12 6BL,19/09/2024,Emergency,91
Actual,PE12 6BL,20/09/2024,Standard,54.89
Actual,PE12 6BL,20/09/2024,Express 5,58.1
Actual,PE12 6BL,20/09/2024,Express 3,61.7
Actual,PE12 6BL,20/09/2024,Express 2,84
Actual,PE12 6BL,20/09/2024,Emergency,91
Actual,PE12 6BL,21/09/2024,Standard,54.73
Actual,PE12 6BL,21/09/2024,Express 5,57.59
Actual,PE12 6BL,21/09/2024,Express 3,60.64
Actual,PE12 6BL,21/09/2024,Express 2,69.95
Actual,PE12 6BL,21/09/2024,Emergency,91
Actual,PE12 6BL,22/09/2024,Standard,54.73
Actual,PE12 6BL,22/09/2024,Express 5,57.59
Actual,PE12 6BL,22/09/2024,Express 3,60.64
Actual,PE12 6BL,22/09/2024,Express 2,69.95
Actual,PE12 6BL,22/09/2024,Emergency,91
Actual,PE12 6BL,23/09/2024,Standard,54.89
Actual,PE12 6BL,23/09/2024,Express 5,57.59
Actual,PE12 6BL,23/09/2024,Express 3,60.64
Actual,PE12 6BL,23/09/2024,Express 2,71.9
Actual,PE12 6BL,23/09/2024,Emergency,91
Actual,PE12 6BL,24/09/2024,Standard,54.89
Actual,PE12 6BL,24/09/2024,Express 5,57.59
Actual,PE12 6BL,24/09/2024,Express 3,60.64
Actual,PE12 6BL,24/09/2024,Express 2,74.9
Actual,PE12 6BL,24/09/2024,Emergency,91
Actual,PE12 6BL,25/09/2024,Standard,54.89
Actual,PE12 6BL,25/09/2024,Express 5,57.59
Actual,PE12 6BL,25/09/2024,Express 3,60.64
Actual,PE12 6BL,25/09/2024,Express 2,77.39
Actual,PE12 6BL,25/09/2024,Emergency,91
Actual,PE12 6BL,26/09/2024,Standard,54.89
Actual,PE12 6BL,26/09/2024,Express 5,57.59
Actual,PE12 6BL,26/09/2024,Express 3,60.64
Actual,PE12 6BL,26/09/2024,Express 2,77.39
Actual,PE12 6BL,26/09/2024,Emergency,91
Actual,PE15 0BY,19/09/2024,Standard,56.6
Actual,PE15 0BY,19/09/2024,Express 5,58.1
Actual,PE15 0BY,19/09/2024,Express 3,61.6
Actual,PE15 0BY,19/09/2024,Express 2,62.3
Actual,PE15 0BY,19/09/2024,Emergency,66.3
Actual,PE15 0BY,20/09/2024,Standard,56.6
Actual,PE15 0BY,20/09/2024,Express 5,58.1
Actual,PE15 0BY,20/09/2024,Express 3,61.6
Actual,PE15 0BY,20/09/2024,Express 2,62.3
Actual,PE15 0BY,20/09/2024,Emergency,66.3
Actual,PE15 0BY,21/09/2024,Standard,56.6
Actual,PE15 0BY,21/09/2024,Express 5,58.1
Actual,PE15 0BY,21/09/2024,Express 3,61.6
Actual,PE15 0BY,21/09/2024,Express 2,62.3
Actual,PE15 0BY,21/09/2024,Emergency,66.3
Actual,PE15 0BY,22/09/2024,Standard,56.6
Actual,PE15 0BY,22/09/2024,Express 5,58.1
Actual,PE15 0BY,22/09/2024,Express 3,61.6
Actual,PE15 0BY,22/09/2024,Express 2,62.3
Actual,PE15 0BY,22/09/2024,Emergency,66.3
Actual,PE15 0BY,23/09/2024,Standard,56.6
Actual,PE15 0BY,23/09/2024,Express 5,58.1
Actual,PE15 0BY,23/09/2024,Express 3,61.6
Actual,PE15 0BY,23/09/2024,Express 2,62.3
Actual,PE15 0BY,23/09/2024,Emergency,66.3
Actual,PE15 0BY,24/09/2024,Standard,55.53
Actual,PE15 0BY,24/09/2024,Express 5,58.7
Actual,PE15 0BY,24/09/2024,Express 3,61.7
Actual,PE15 0BY,24/09/2024,Express 2,62.3
Actual,PE15 0BY,24/09/2024,Emergency,66.3
Actual,PE15 0BY,25/09/2024,Standard,55.53
Actual,PE15 0BY,25/09/2024,Express 5,58.7
Actual,PE15 0BY,25/09/2024,Express 3,61.69
Actual,PE15 0BY,25/09/2024,Express 2,62.3
Actual,PE15 0BY,25/09/2024,Emergency,66.3
Actual,PE15 0BY,26/09/2024,Standard,55.85
Actual,PE15 0BY,26/09/2024,Express 5,58.65
Actual,PE15 0BY,26/09/2024,Express 3,61.7
Actual,PE15 0BY,26/09/2024,Express 2,62.3
Actual,PE15 0BY,26/09/2024,Emergency,66.3
Actual,PE22 0RB,19/09/2024,Standard,56.7
Actual,PE22 0RB,19/09/2024,Express 5,58.7
Actual,PE22 0RB,19/09/2024,Express 3,61.7
Actual,PE22 0RB,19/09/2024,Express 2,79
Actual,PE22 0RB,19/09/2024,Emergency,79
Actual,PE22 0RB,20/09/2024,Standard,56.69
Actual,PE22 0RB,20/09/2024,Express 5,58.7
Actual,PE22 0RB,20/09/2024,Express 3,61.7
Actual,PE22 0RB,20/09/2024,Express 2,79
Actual,PE22 0RB,20/09/2024,Emergency,79
Actual,PE22 0RB,21/09/2024,Standard,55.25
Actual,PE22 0RB,21/09/2024,Express 5,58.69
Actual,PE22 0RB,21/09/2024,Express 3,61.69
Actual,PE22 0RB,21/09/2024,Express 2,77.69
Actual,PE22 0RB,21/09/2024,Emergency,79
Actual,PE22 0RB,22/09/2024,Standard,55.25
Actual,PE22 0RB,22/09/2024,Express 5,58.69
Actual,PE22 0RB,22/09/2024,Express 3,61.69
Actual,PE22 0RB,22/09/2024,Express 2,77.69
Actual,PE22 0RB,22/09/2024,Emergency,79
Actual,PE22 0RB,23/09/2024,Standard,56.69
Actual,PE22 0RB,23/09/2024,Express 5,58.69
Actual,PE22 0RB,23/09/2024,Express 3,61.69
Actual,PE22 0RB,23/09/2024,Express 2,77.69
Actual,PE22 0RB,23/09/2024,Emergency,79
Actual,PE22 0RB,24/09/2024,Standard,56.69
Actual,PE22 0RB,24/09/2024,Express 5,58.69
Actual,PE22 0RB,24/09/2024,Express 3,61.69
Actual,PE22 0RB,24/09/2024,Express 2,77.69
Actual,PE22 0RB,24/09/2024,Emergency,79
Actual,PE22 0RB,25/09/2024,Standard,56.69
Actual,PE22 0RB,25/09/2024,Express 5,58.69
Actual,PE22 0RB,25/09/2024,Express 3,61.69
Actual,PE22 0RB,25/09/2024,Express 2,77.69
Actual,PE22 0RB,25/09/2024,Emergency,79
Actual,PE22 0RB,26/09/2024,Standard,56.69
Actual,PE22 0RB,26/09/2024,Express 5,58.69
Actual,PE22 0RB,26/09/2024,Express 3,61.69
Actual,PE22 0RB,26/09/2024,Express 2,77.69
Actual,PE22 0RB,26/09/2024,Emergency,79
Actual,PE33 9NP,19/09/2024,Standard,55.8
Actual,PE33 9NP,19/09/2024,Express 5,57.8
Actual,PE33 9NP,19/09/2024,Express 3,61.7
Actual,PE33 9NP,19/09/2024,Express 2,63.7
Actual,PE33 9NP,19/09/2024,Emergency,64.75
Actual,PE33 9NP,20/09/2024,Standard,55.8
Actual,PE33 9NP,20/09/2024,Express 5,57.8
Actual,PE33 9NP,20/09/2024,Express 3,61.7
Actual,PE33 9NP,20/09/2024,Express 2,63.7
Actual,PE33 9NP,20/09/2024,Emergency,64.75
Actual,PE33 9NP,21/09/2024,Standard,55.8
Actual,PE33 9NP,21/09/2024,Express 5,57.8
Actual,PE33 9NP,21/09/2024,Express 3,61.7
Actual,PE33 9NP,21/09/2024,Express 2,63.7
Actual,PE33 9NP,21/09/2024,Emergency,64.75
Actual,PE33 9NP,22/09/2024,Standard,55.8
Actual,PE33 9NP,22/09/2024,Express 5,57.8
Actual,PE33 9NP,22/09/2024,Express 3,61.7
Actual,PE33 9NP,22/09/2024,Express 2,63.7
Actual,PE33 9NP,22/09/2024,Emergency,64.75
Actual,PE33 9NP,23/09/2024,Standard,55.8
Actual,PE33 9NP,23/09/2024,Express 5,57.8
Actual,PE33 9NP,23/09/2024,Express 3,61.7
Actual,PE33 9NP,23/09/2024,Express 2,63.7
Actual,PE33 9NP,23/09/2024,Emergency,64.75
Actual,PE33 9NP,24/09/2024,Standard,55.53
Actual,PE33 9NP,24/09/2024,Express 5,58.7
Actual,PE33 9NP,24/09/2024,Express 3,61.1
Actual,PE33 9NP,24/09/2024,Express 2,63.7
Actual,PE33 9NP,24/09/2024,Emergency,64.75
Actual,PE33 9NP,25/09/2024,Standard,55.53
Actual,PE33 9NP,25/09/2024,Express 5,58.7
Actual,PE33 9NP,25/09/2024,Express 3,61.1
Actual,PE33 9NP,25/09/2024,Express 2,63.7
Actual,PE33 9NP,25/09/2024,Emergency,64.75
Actual,PE33 9NP,26/09/2024,Standard,55.85
Actual,PE33 9NP,26/09/2024,Express 5,58.65
Actual,PE33 9NP,26/09/2024,Express 3,61.7
Actual,PE33 9NP,26/09/2024,Express 2,63.7
Actual,PE33 9NP,26/09/2024,Emergency,64.75
Actual,PE34 4PG,19/09/2024,Standard,55.75
Actual,PE34 4PG,19/09/2024,Express 5,57.8
Actual,PE34 4PG,19/09/2024,Express 3,61.7
Actual,PE34 4PG,19/09/2024,Express 2,63.7
Actual,PE34 4PG,19/09/2024,Emergency,64.75
Actual,PE34 4PG,20/09/2024,Standard,55.65
Actual,PE34 4PG,20/09/2024,Express 5,57.8
Actual,PE34 4PG,20/09/2024,Express 3,61.7
Actual,PE34 4PG,20/09/2024,Express 2,63.7
Actual,PE34 4PG,20/09/2024,Emergency,64.75
Actual,PE34 4PG,21/09/2024,Standard,55.65
Actual,PE34 4PG,21/09/2024,Express 5,57.8
Actual,PE34 4PG,21/09/2024,Express 3,61.7
Actual,PE34 4PG,21/09/2024,Express 2,63.7
Actual,PE34 4PG,21/09/2024,Emergency,64.75
Actual,PE34 4PG,22/09/2024,Standard,55.65
Actual,PE34 4PG,22/09/2024,Express 5,57.8
Actual,PE34 4PG,22/09/2024,Express 3,61.7
Actual,PE34 4PG,22/09/2024,Express 2,63.7
Actual,PE34 4PG,22/09/2024,Emergency,64.75
Actual,PE34 4PG,23/09/2024,Standard,55.8
Actual,PE34 4PG,23/09/2024,Express 5,57.8
Actual,PE34 4PG,23/09/2024,Express 3,61.7
Actual,PE34 4PG,23/09/2024,Express 2,63.7
Actual,PE34 4PG,23/09/2024,Emergency,64.75
Actual,PE34 4PG,24/09/2024,Standard,54.53
Actual,PE34 4PG,24/09/2024,Express 5,58.7
Actual,PE34 4PG,24/09/2024,Express 3,61.1
Actual,PE34 4PG,24/09/2024,Express 2,63.7
Actual,PE34 4PG,24/09/2024,Emergency,64.75
Actual,PE34 4PG,25/09/2024,Standard,54.33
Actual,PE34 4PG,25/09/2024,Express 5,58.7
Actual,PE34 4PG,25/09/2024,Express 3,61.1
Actual,PE34 4PG,25/09/2024,Express 2,63.7
Actual,PE34 4PG,25/09/2024,Emergency,64.75
Actual,PE34 4PG,26/09/2024,Standard,54.66
Actual,PE34 4PG,26/09/2024,Express 5,58.65
Actual,PE34 4PG,26/09/2024,Express 3,61.7
Actual,PE34 4PG,26/09/2024,Express 2,63.7
Actual,PE34 4PG,26/09/2024,Emergency,64.75
Actual,PE6 0QE,19/09/2024,Standard,56.65
Actual,PE6 0QE,19/09/2024,Express 5,58.55
Actual,PE6 0QE,19/09/2024,Express 3,61.55
Actual,PE6 0QE,19/09/2024,Express 2,77.35
Actual,PE6 0QE,19/09/2024,Emergency,91
Actual,PE6 0QE,20/09/2024,Standard,56.65
Actual,PE6 0QE,20/09/2024,Express 5,58.55
Actual,PE6 0QE,20/09/2024,Express 3,61.55
Actual,PE6 0QE,20/09/2024,Express 2,84
Actual,PE6 0QE,20/09/2024,Emergency,91
Actual,PE6 0QE,21/09/2024,Standard,55.49
Actual,PE6 0QE,21/09/2024,Express 5,58
Actual,PE6 0QE,21/09/2024,Express 3,61
Actual,PE6 0QE,21/09/2024,Express 2,69.95
Actual,PE6 0QE,21/09/2024,Emergency,91
Actual,PE6 0QE,22/09/2024,Standard,55.1
Actual,PE6 0QE,22/09/2024,Express 5,58
Actual,PE6 0QE,22/09/2024,Express 3,61
Actual,PE6 0QE,22/09/2024,Express 2,69.95
Actual,PE6 0QE,22/09/2024,Emergency,91
Actual,PE6 0QE,23/09/2024,Standard,56.05
Actual,PE6 0QE,23/09/2024,Express 5,58
Actual,PE6 0QE,23/09/2024,Express 3,61
Actual,PE6 0QE,23/09/2024,Express 2,71.9
Actual,PE6 0QE,23/09/2024,Emergency,91
Actual,PE6 0QE,24/09/2024,Standard,55.14
Actual,PE6 0QE,24/09/2024,Express 5,58.7
Actual,PE6 0QE,24/09/2024,Express 3,61.7
Actual,PE6 0QE,24/09/2024,Express 2,67.6
Actual,PE6 0QE,24/09/2024,Emergency,91
Actual,PE6 0QE,25/09/2024,Standard,54.94
Actual,PE6 0QE,25/09/2024,Express 5,58.7
Actual,PE6 0QE,25/09/2024,Express 3,61.7
Actual,PE6 0QE,25/09/2024,Express 2,91
Actual,PE6 0QE,25/09/2024,Emergency,91
Actual,PE6 0QE,26/09/2024,Standard,55.14
Actual,PE6 0QE,26/09/2024,Express 5,58.7
Actual,PE6 0QE,26/09/2024,Express 3,61.7
Actual,PE6 0QE,26/09/2024,Express 2,91
Actual,PE6 0QE,26/09/2024,Emergency,91
Actual,PH8 0HX,19/09/2024,Standard,66.96
Actual,PH8 0HX,19/09/2024,Express 5,66.96
Actual,PH8 0HX,19/09/2024,Express 3,66.96
Actual,PH8 0HX,19/09/2024,Express 2,66.96
Actual,PH8 0HX,19/09/2024,Emergency,66.96
Actual,PH8 0HX,20/09/2024,Standard,66.94
Actual,PH8 0HX,20/09/2024,Express 5,66.94
Actual,PH8 0HX,20/09/2024,Express 3,66.94
Actual,PH8 0HX,20/09/2024,Express 2,66.94
Actual,PH8 0HX,20/09/2024,Emergency,66.94
Actual,PH8 0HX,21/09/2024,Standard,66.94
Actual,PH8 0HX,21/09/2024,Express 5,66.94
Actual,PH8 0HX,21/09/2024,Express 3,66.94
Actual,PH8 0HX,21/09/2024,Express 2,66.94
Actual,PH8 0HX,21/09/2024,Emergency,66.94
Actual,PH8 0HX,22/09/2024,Standard,69.5
Actual,PH8 0HX,22/09/2024,Express 5,70.7
Actual,PH8 0HX,22/09/2024,Express 3,66.95
Actual,PH8 0HX,22/09/2024,Express 2,70.73
Actual,PH8 0HX,22/09/2024,Emergency,70.77
Actual,PH8 0HX,23/09/2024,Standard,69.5
Actual,PH8 0HX,23/09/2024,Express 5,70.67
Actual,PH8 0HX,23/09/2024,Express 3,66.93
Actual,PH8 0HX,23/09/2024,Express 2,70.71
Actual,PH8 0HX,23/09/2024,Emergency,70.75
Actual,PH8 0HX,24/09/2024,Standard,69.5
Actual,PH8 0HX,24/09/2024,Express 5,70.67
Actual,PH8 0HX,24/09/2024,Express 3,66.93
Actual,PH8 0HX,24/09/2024,Express 2,70.71
Actual,PH8 0HX,24/09/2024,Emergency,70.75
Actual,PH8 0HX,25/09/2024,Standard,69.5
Actual,PH8 0HX,25/09/2024,Express 5,70.66
Actual,PH8 0HX,25/09/2024,Express 3,66.91
Actual,PH8 0HX,25/09/2024,Express 2,70.69
Actual,PH8 0HX,25/09/2024,Emergency,70.73
Actual,PH8 0HX,26/09/2024,Standard,69.5
Actual,PH8 0HX,26/09/2024,Express 5,70.64
Actual,PH8 0HX,26/09/2024,Express 3,66.89
Actual,PH8 0HX,26/09/2024,Express 2,70.67
Actual,PH8 0HX,26/09/2024,Emergency,70.71
Actual,SY21 8SS,19/09/2024,Standard,56.19
Actual,SY21 8SS,19/09/2024,Express 5,57.31
Actual,SY21 8SS,19/09/2024,Express 3,59.2
Actual,SY21 8SS,19/09/2024,Express 2,62.7
Actual,SY21 8SS,19/09/2024,Emergency,63.7
Actual,SY21 8SS,20/09/2024,Standard,56.19
Actual,SY21 8SS,20/09/2024,Express 5,57.31
Actual,SY21 8SS,20/09/2024,Express 3,59.2
Actual,SY21 8SS,20/09/2024,Express 2,62.7
Actual,SY21 8SS,20/09/2024,Emergency,63.7
Actual,SY21 8SS,21/09/2024,Standard,56.19
Actual,SY21 8SS,21/09/2024,Express 5,57.31
Actual,SY21 8SS,21/09/2024,Express 3,59.2
Actual,SY21 8SS,21/09/2024,Express 2,62.7
Actual,SY21 8SS,21/09/2024,Emergency,63.7
Actual,SY21 8SS,22/09/2024,Standard,56.09
Actual,SY21 8SS,22/09/2024,Express 5,57.31
Actual,SY21 8SS,22/09/2024,Express 3,59.2
Actual,SY21 8SS,22/09/2024,Express 2,62.7
Actual,SY21 8SS,22/09/2024,Emergency,63.7
Actual,SY21 8SS,23/09/2024,Standard,56.19
